,CREEDS_drug_id,Disease,DOID,Concept_ID,ICD9,,,,,,,,,
1047,dz:895,type 2 diabetes mellitus,DOID:9352,C0011860,250,,,,,,,,,
1048,dz:398,adenoviridae infectious disease,MONDO:0043479,C0001486,79,,,,,,,,,
1049,dz:590,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1050,dz:1028,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1051,dz:307,Septic Shock,,C0036983,785.52,,,,,,,,,
1052,dz:1056,cystic fibrosis,DOID:1485,C0010674,277,,,,,,,,,
1053,dz:146,retinoschisis,DOID:8465,C0152439,361.1,,,,,,,,,
1054,dz:800,colitis,DOID:0060180,C0009319,558.9,,,,,,,,,
1055,dz:798,pancreatic cancer,DOID:1793,C0153463,157.9,,,,,,,,,
1056,dz:496,Parkinson's disease,DOID:14330,C0030567,332,,,,,,,,,
1057,dz:812,myelodysplastic syndrome,DOID:0050908,,238.75,,,,,,,,,
1058,dz:1080,Parkinson's disease,DOID:14330,C0030567,332,,,,,,,,,
1059,dz:560,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1060,dz:472,Diamond-Blackfan anemia,DOID:1339,C1260899,284.01,,,,,,,,,
1061,dz:7,diabetic neuropathy,DOID:9743,C0011882,250.6,,,,,,,,,
1062,dz:172,Familial hypophosphataemic rickets,,C0733682,275.3,,,,,,,,,
1063,dz:355,Ventilator-associated lung injury,,C0340257,,,,,,,,,,
1064,dz:165,severe acute respiratory syndrome,DOID:2945,C1175175,79.82,,,,,,,,,
1065,dz:565,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1066,dz:734,lung squamous cell carcinoma,DOID:3907,C0149782,162.9,,,,,,,,,
1067,dz:4,chronic myeloid leukemia,DOID:8552,C0023473,205.1,,,,,,,,,
1068,dz:810,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1069,dz:993,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1070,dz:425,Epithelial proliferation,,C0334097,,,,,,,,,,
1071,dz:487,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1072,dz:198,dilated cardiomyopathy,DOID:12930,C0007193,425.4,,,,,,,,,
1073,dz:372,liver cirrhosis,DOID:5082,C0023890,571,,,,,,,,,
1074,dz:1062,Down syndrome,DOID:14250,C0013080,758,,,,,,,,,
1075,dz:56,stomach cancer,DOID:10534,C0024623,151.9,,,,,,,,,
1076,dz:716,allergic asthma,DOID:9415,C0155877,493.92,,,,,,,,,
1077,dz:444,psoriasis vulgaris,EFO:1001494,C0263361,696.1,,,,,,,,,
1078,dz:67,Lung Injury,,C0273115,,,,,,,,,,
1079,dz:432,arrhythmogenic right ventricular cardiomyopathy,DOID:0050431,C0349788,425.4,,,,,,,,,
1080,dz:227,polymyositis,DOID:10222,C0085655,710.4,,,,,,,,,
1081,dz:750,myelodysplastic syndrome,DOID:0050908,,238.75,,,,,,,,,
1082,dz:769,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1083,dz:1067,Lewy body dementia,DOID:12217,C0752347,331.82,,,,,,,,,
1084,dz:460,cellular phase chronic idiopathic myelofibrosis,DOID:8106,C1516553,238.76,,,,,,,,,
1085,dz:175,Dental cavity,,C0399396,521,,,,,,,,,
1086,dz:223,diabetic nephropathy,DOID:2370,C0011881,250.42,,,,,,,,,
1087,dz:101,muscular atrophy,DOID:767,C0026846,728.2,,,,,,,,,
1088,dz:793,anemia,DOID:2355,C0002871,285,,,,,,,,,
1089,dz:752,osteoarthritis,DOID:8398,C0157946,715.96,,,,,,,,,
1090,dz:904,rheumatoid arthritis,DOID:7148,C0003873,714,,,,,,,,,
1091,dz:850,idiopathic pulmonary fibrosis,DOID:0050156,,516.31,,,,,,,,,
1092,dz:255,chronic obstructive pulmonary disease,DOID:3083,C0024117,491.21,,,,,,,,,
1093,dz:796,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1094,dz:419,Human immunodeficiency virus infectious disease,DOID:526,C0019693,42,,,,,,,,,
1095,dz:49,leukemia,DOID:1240,C0023418,208,,,,,,,,,
1096,dz:927,allergic contact dermatitis,DOID:3042,C0162820,692.9,,,,,,,,,
1097,dz:394,meningococcal infection,MONDO:0005373,C0025303,,,,,,,,,,
1098,dz:978,breast cancer,DOID:1612,C1458155,174,,,,,,,,,
1099,dz:652,papillary thyroid carcinoma,DOID:3969,C0238463,193,,,,,,,,,
1100,dz:565,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1101,dz:844,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1102,dz:284,primary open angle glaucoma,DOID:1070,C0339573,365.11,,,,,,,,,
1103,dz:85,influenza,DOID:8469,C0021400,487,,,,,,,,,
1104,dz:709,adrenoleukodystrophy,DOID:10588,C0162309,277.86,,,,,,,,,
1105,dz:519,Alzheimer's disease,DOID:10652,C0002395,331,,,,,,,,,
1106,dz:893,type 2 diabetes mellitus,DOID:9352,C0011860,250,,,,,,,,,
1107,dz:668,neurofibromatosis,DOID:8712,C0220695,237.7,,,,,,,,,
1108,dz:48,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1109,dz:283,amyotrophic lateral sclerosis,DOID:332,C0002736,335.2,,,,,,,,,
1110,dz:575,arthritis,DOID:848,C0003864,714,,,,,,,,,
1111,dz:781,cardiomyopathy,DOID:0050700,,425,,,,,,,,,
1112,dz:272,idiopathic interstitial pneumonia,DOID:2797,C0085786,516.3,,,,,,,,,
1113,dz:980,melanoma in situ,,C0346040,172.9,,,,,,,,,
1114,dz:324,Rhinovirus infection,,C0276447,79.3,,,,,,,,,
1115,dz:673,facioscapulohumeral muscular dystrophy,DOID:11727,C0238288,359.1,,,,,,,,,
1116,dz:548,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1117,dz:974,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1118,dz:54,Cardiac Hypertrophy,,C1383860,429.3,,,,,,,,,
1119,dz:551,inflammatory bowel disease,DOID:0050589,,556,,,,,,,,,
1120,dz:678,dilated cardiomyopathy,DOID:12930,C0007193,425.4,,,,,,,,,
1121,dz:892,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1122,dz:1044,intellectual disability,DOID:1059,C0025362,319,,,,,,,,,
1123,dz:111,anxiety disorder,DOID:2030,C0003469,300,,,,,,,,,
1124,dz:618,cleft lip,DOID:9296,C0158651,749,,,,,,,,,
1125,dz:844,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1126,dz:528,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1127,dz:399,uterine fibroid,DOID:13223,C0042133,218,,,,,,,,,
1128,dz:77,atherosclerosis,DOID:1936,C0004153,440.2,,,,,,,,,
1129,dz:97,burn,MONDO:0043519,C0006434,940,941,942,943,944,945,946,947,948,949
1130,dz:863,glioblastoma multiforme,DOID:3068,C0017636,191.9,,,,,,,,,
1131,dz:545,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1132,dz:60,Dehydration,HP:0001944,C0011175,276.5,,,,,,,,,
1133,dz:260,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1134,dz:74,Leukemia  Chronic T-Cell,,C2363142,208,,,,,,,,,
1135,dz:210,Dehydration,HP:0001944,C0011175,276.5,,,,,,,,,
1136,dz:674,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1137,dz:745,chronic lymphocytic leukemia,DOID:1040,C0023434,204.1,,,,,,,,,
1138,dz:382,Hypertrophy  Left Ventricular,,C0149721,,,,,,,,,,
1139,dz:618,cleft lip,DOID:9296,C0158651,749,,,,,,,,,
1140,dz:602,breast cancer,DOID:1612,C1458155,174,,,,,,,,,
1141,dz:529,Down syndrome,DOID:14250,C0013080,758,,,,,,,,,
1142,dz:347,meningococcal infection,MONDO:0005373,C0025303,,,,,,,,,,
1143,dz:820,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1144,dz:676,Emery-Dreifuss muscular dystrophy,DOID:11726,C0410189,359.1,,,,,,,,,
1145,dz:115,dilated cardiomyopathy,DOID:12930,C0007193,425.4,,,,,,,,,
1146,dz:731,adenosquamous cell lung carcinoma,DOID:4829,C0279557,162.9,,,,,,,,,
1147,dz:675,Emery-Dreifuss muscular dystrophy,DOID:11726,C0410189,359.1,,,,,,,,,
1148,dz:595,colorectal adenocarcinoma,DOID:0050861,,153.9,,,,,,,,,
1149,dz:469,Niemann-Pick disease,DOID:14504,C0220756,272.7,,,,,,,,,
1150,dz:522,Alzheimer's disease,DOID:10652,C0002395,331,,,,,,,,,
1151,dz:351,acute T cell leukemia,DOID:5603,C0023493,206,,,,,,,,,
1152,dz:566,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1153,dz:340,cocaine dependence,DOID:9975,C0600427,304.2,,,,,,,,,
1154,dz:888,Sjogren's syndrome,DOID:12894,C1527336,710.2,,,,,,,,,
1155,dz:410,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1156,dz:1048,cystic fibrosis,DOID:1485,C0010674,277,,,,,,,,,
1157,dz:597,hepatitis C,DOID:1883,C0019196,070.7,,,,,,,,,
1158,dz:441,lung squamous cell carcinoma,DOID:3907,C0149782,162.9,,,,,,,,,
1159,dz:782,acute myeloid leukemia,DOID:9119,C0023467,205,,,,,,,,,
1160,dz:929,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1161,dz:82,Sendai virus infection,,C1319860,79.89,,,,,,,,,
1162,dz:541,facioscapulohumeral muscular dystrophy,DOID:11727,C0238288,359.1,,,,,,,,,
1163,dz:461,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1164,dz:708,sarcoidosis,DOID:11335,C0036202,135,,,,,,,,,
1165,dz:138,cystic fibrosis,DOID:1485,C0010674,277,,,,,,,,,
1166,dz:36,chronic obstructive pulmonary disease,DOID:3083,C0024117,491.21,,,,,,,,,
1167,dz:358,autoimmune thrombocytopenic purpura,DOID:8924,C0043117,287.31,,,,,,,,,
1168,dz:773,familial combined hyperlipidemia,DOID:13809,C0020474,272.2,,,,,,,,,
1169,dz:758,Crohn's disease,DOID:8778,C0156146,555.9,,,,,,,,,
1170,dz:418,nephroblastoma,DOID:2154,C0027708,189,,,,,,,,,
1171,dz:1032,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1172,dz:291,type 2 diabetes mellitus,DOID:9352,C0011860,250,,,,,,,,,
1173,dz:303,Helicobacter pylori gastrointestinal tract infection,,C0585625,41.86,,,,,,,,,
1174,dz:15,obesity,DOID:9970,C0028754,278,,,,,,,,,
1175,dz:148,breast cancer,DOID:1612,C0006142,174,,,,,,,,,
1176,dz:454,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1177,dz:549,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1178,dz:678,dilated cardiomyopathy,DOID:12930,C0007193,425.4,,,,,,,,,
1179,dz:695,Wolfram syndrome,DOID:10632,C0043207,249.9,,,,,,,,,
1180,dz:181,bipolar disorder,DOID:3312,C0005586,296.7,,,,,,,,,
1181,dz:619,cervical cancer,DOID:4362,C0007873,180,,,,,,,,,
1182,dz:572,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1183,dz:465,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1184,dz:736,hepatitis C virus related hepatocellular carcinoma,DOID:7324,C1333978,,,,,,,,,,
1185,dz:665,neurofibromatosis,DOID:8712,C0220695,237.7,,,,,,,,,
1186,dz:292,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1187,dz:263,tonsillitis Streptococcal,DOID:10456,C0275804,34,,,,,,,,,
1189,dz:857,atopic dermatitis,DOID:3310,C0011615,691.8,,,,,,,,,
1190,dz:542,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1191,dz:976,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1192,dz:721,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1193,dz:1030,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1194,dz:883,endometriosis,DOID:289,C0014175,617,,,,,,,,,
1195,dz:445,Hemorrhagic shock,,C0036982,785.59,,,,,,,,,
1196,dz:373,Transplanted Heart Complication,,C0340529,996.83,,,,,,,,,
1197,dz:163,osteoporosis,DOID:11476,C0029456,733,,,,,,,,,
1198,dz:869,idiopathic pulmonary fibrosis,DOID:0050156,,516.31,,,,,,,,,
1199,dz:1023,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1200,dz:508,atherosclerosis,DOID:1936,C0004153,440.2,,,,,,,,,
1201,dz:635,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1202,dz:514,swine influenza,DOID:0050211,,488.89,,,,,,,,,
1203,dz:864,adrenoleukodystrophy,DOID:10588,C0162309,277.86,,,,,,,,,
1204,dz:464,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1205,dz:141,infantile neuronal ceroid lipofuscinosis,MONDO:0019261,C0268281,330.1,,,,,,,,,
1206,dz:450,systemic lupus erythematosus,DOID:9074,C0024141,710,,,,,,,,,
1207,dz:199,osteoarthritis,DOID:8398,C0029408,715.96,,,,,,,,,
1208,dz:82,Sendai virus infection,,C1319860,79.89,,,,,,,,,
1209,dz:638,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1210,dz:469,Niemann-Pick disease,DOID:14504,C0220756,272.7,,,,,,,,,
1211,dz:735,hepatocellular carcinoma,DOID:684,C0279607,155,,,,,,,,,
1212,dz:579,arthritis,DOID:848,C0003864,714,,,,,,,,,
1213,dz:362,lung small cell carcinoma,DOID:5409,C0149925,162.9,,,,,,,,,
1214,dz:1069,Lewy body dementia,DOID:12217,C0752347,331.82,,,,,,,,,
1215,dz:775,nasopharynx carcinoma,DOID:9261,C0238301,147.9,,,,,,,,,
1216,dz:716,allergic asthma,DOID:9415,C0155877,493.9,,,,,,,,,
1217,dz:197,simian acquired immunodeficiency syndrome,DOID:621,C0080151,42,,,,,,,,,
1218,dz:497,Ebola hemorrhagic fever,DOID:4325,C0282687,65.8,,,,,,,,,
1219,dz:950,melanoma,DOID:1909,C0025202,172,,,,,,,,,
1220,dz:53,type 1 diabetes mellitus,DOID:9744,C0011854,250.01,,,,,,,,,
1221,dz:729,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1222,dz:35,psoriasis vulgaris,EFO:1001494,C0263361,696.1,,,,,,,,,
1223,dz:47,T-cell large granular lymphocyte leukemia,DOID:0050751,C1522378,204.8,,,,,,,,,
1224,dz:126,Werdnig-Hoffmann disease,DOID:13137,C0043116,335,,,,,,,,,
1225,dz:8,Kidney disorder associated with type 2 diabetes mellitus,,C1720457,250.4,,,,,,,,,
1226,dz:397,papillary thyroid carcinoma,DOID:3969,C0238463,193,,,,,,,,,
1227,dz:308,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1228,dz:821,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1229,dz:650,colon adenoma,DOID:0050912,,211.3,,,,,,,,,
1230,dz:176,juvenile rheumatoid arthritis,DOID:676,C0553662,714.3,,,,,,,,,
1231,dz:546,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1232,dz:744,intracranial aneurysm,DOID:10941,C0007766,437.3,,,,,,,,,
1233,dz:236,obesity,DOID:9970,C0028754,278,,,,,,,,,
1234,dz:660,hepatocellular carcinoma,DOID:684,C0279607,155,,,,,,,,,
1235,dz:323,dilated cardiomyopathy,DOID:12930,C0007193,425.4,,,,,,,,,
1236,dz:205,Gamma-hydroxybutyric acidaemia,,C0268631,279,,,,,,,,,
1237,dz:87,Alexander disease,DOID:4252,C0270726,331.89,,,,,,,,,
1238,dz:371,chronic granulomatous disease,DOID:3265,C0018203,288.1,,,,,,,,,
1239,dz:983,silicosis,DOID:10325,C0037116,502,,,,,,,,,
1240,dz:375,Marfan syndrome,DOID:14323,C0024796,759.82,,,,,,,,,
1241,dz:593,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1242,dz:611,ovarian cancer,DOID:2394,C1299247,183,,,,,,,,,
1243,dz:300,hepatocellular carcinoma,DOID:684,C0019204,155,,,,,,,,,
1244,dz:326,melanoma,DOID:1909,C0025202,172,,,,,,,,,
1245,dz:62,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1246,dz:257,primary open angle glaucoma,DOID:1070,C0339573,365.11,,,,,,,,,
1247,dz:397,papillary thyroid carcinoma,DOID:3969,C0238463,193,,,,,,,,,
1248,dz:875,Rift Valley fever,DOID:1328,C0035613,66.6,,,,,,,,,
1249,dz:294,adenoma,DOID:657,C0001430,227,,,,,,,,,
1250,dz:864,adrenoleukodystrophy,DOID:10588,C0162309,277.86,,,,,,,,,
1251,dz:516,progressive myoclonus epilepsy,DOID:891,C0751778,345.1,,,,,,,,,
1252,dz:305,rheumatoid arthritis,DOID:7148,C0003873,714,,,,,,,,,
1253,dz:286,Overexertion,,C0161750,E927,,,,,,,,,
1254,dz:807,obesity,DOID:9970,C0028754,278,,,,,,,,,
1255,dz:666,neurofibromatosis,DOID:8712,C0220695,237.7,,,,,,,,,
1256,dz:229,Urothelial carcinoma in situ,,C0334267,233.7,,,,,,,,,
1257,dz:319,obesity,DOID:9970,C0028754,278,,,,,,,,,
1258,dz:396,Skeletal muscle atrophy,HP:0003202,C0270948,728.2,,,,,,,,,
1259,dz:780,cardiomyopathy,DOID:0050700,,425,,,,,,,,,
1260,dz:317,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1261,dz:356,pain disorder Neurological,DOID:0060164,C0423704,729.2,,,,,,,,,
1263,dz:833,cystic fibrosis,DOID:1485,C0010674,277,,,,,,,,,
1264,dz:778,nasopharynx carcinoma,DOID:9261,C0238301,147.9,,,,,,,,,
1265,dz:1075,systemic lupus erythematosus,DOID:9074,C0024141,710,,,,,,,,,
1266,dz:850,idiopathic pulmonary fibrosis,DOID:0050156,,516.31,,,,,,,,,
1267,dz:813,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1268,dz:217,obstructive sleep apnea,DOID:0050848,C0520679,327.23,,,,,,,,,
1269,dz:754,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1270,dz:562,smoldering myeloma,DOID:9551,C1336016,203,,,,,,,,,
1271,dz:695,Wolfram syndrome,DOID:10632,C0043207,249.9,,,,,,,,,
1272,dz:104,motor neuritis,DOID:683,C0235025,356.9,,,,,,,,,
1273,dz:145,cocaine dependence,DOID:9975,C0600427,304.2,,,,,,,,,
1274,dz:190,Carcinoma in situ of large intestine,,C0686087,153.9,,,,,,,,,
1275,dz:137,familial combined hyperlipidemia,DOID:13809,C0020474,272.2,,,,,,,,,
1276,dz:873,idiopathic pulmonary fibrosis,DOID:0050156,,516.31,,,,,,,,,
1277,dz:917,Barrett's esophagus,DOID:9206,C0004763,530.85,,,,,,,,,
1278,dz:728,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1279,dz:273,congestive heart failure,DOID:6000,C0018801,428,,,,,,,,,
1280,dz:872,idiopathic pulmonary fibrosis,DOID:0050156,,516.31,,,,,,,,,
1281,dz:549,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1282,dz:52,breast cancer,DOID:1612,C0006142,174,,,,,,,,,
1283,dz:577,arthritis,DOID:848,C0003864,714,,,,,,,,,
1284,dz:841,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1285,dz:414,bacterial infectious disease,DOID:104,C0004623,,,,,,,,,,
1286,dz:302,bipolar disorder,DOID:3312,C0005586,296.7,,,,,,,,,
1287,dz:122,Acute arthritis,,C0263678,719.4,,,,,,,,,
1288,dz:3,Venezuelan equine encephalitis,DOID:9584,C0014078,66.2,,,,,,,,,
1289,dz:698,pancreatic ductal adenocarcinoma,DOID:3498,C1335302,157.3,,,,,,,,,
1290,dz:493,hepatocellular carcinoma,DOID:684,C0279607,155,,,,,,,,,
1291,dz:939,endometriosis of ovary,DOID:11432,C1335160,617.1,,,,,,,,,
1292,dz:1001,acute myocardial infarction,DOID:9408,C0155626,410,,,,,,,,,
1293,dz:417,epilepsy syndrome,DOID:1826,C0014544,345.9,,,,,,,,,
1294,dz:509,atopic dermatitis,DOID:3310,C0011615,691.8,,,,,,,,,
1295,dz:322,bacterial infectious disease,DOID:104,C0004623,,,,,,,,,,
1296,dz:23,Dehydration,HP:0001944,C0011175,276.5,,,,,,,,,
1297,dz:221,hypercholesterolemia,DOID:2487,C0020443,272,,,,,,,,,
1298,dz:110,rheumatoid arthritis,DOID:7148,C0003873,714,,,,,,,,,
1299,dz:188,ulcerative colitis,DOID:8577,C0009324,556.9,,,,,,,,,
1300,dz:1040,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1301,dz:105,Down syndrome,DOID:14250,C0013080,758,,,,,,,,,
1302,dz:952,polyposis Intestinal,MONDO:0000147,C1257915,211.3,,,,,,,,,
1304,dz:24,breast cancer,DOID:1612,C0006142,174,,,,,,,,,
1305,dz:978,breast cancer,DOID:1612,C1458155,174,,,,,,,,,
1306,dz:40,Human immunodeficiency virus infectious disease,DOID:526,C0019693,42,,,,,,,,,
1307,dz:497,Ebola hemorrhagic fever,DOID:4325,C0282687,65.8,,,,,,,,,
1308,dz:129,pain disorder Neurological,DOID:0060164,C0423704,729.2,,,,,,,,,
1310,dz:480,Treacher Collins syndrome,DOID:2908,C0242387,756,,,,,,,,,
1311,dz:320,type 2 diabetes mellitus,DOID:9352,C0011860,250,,,,,,,,,
1312,dz:213,Leber congenital amaurosis,DOID:14791,C0339527,362.76,,,,,,,,,
1313,dz:430,juvenile rheumatoid arthritis,DOID:676,C0157917,714.3,,,,,,,,,
1314,dz:376,acute pancreatitis,DOID:2913,C0001339,577,,,,,,,,,
1315,dz:128,lytic metastatic bone lesion,MONDO:0043731,C0029435,198.5,,,,,,,,,
1316,dz:75,Heart Injury,,C0018805,861,,,,,,,,,
1317,dz:943,osteoarthritis,DOID:8398,C0157946,715.96,,,,,,,,,
1318,dz:733,large cell neuroendocrine carcinoma,DOID:0050872,,209,,,,,,,,,
1319,dz:460,cellular phase chronic idiopathic myelofibrosis,DOID:8106,C1516553,238.76,,,,,,,,,
1320,dz:711,epidermolysis bullosa simplex,DOID:4644,C0079298,757.39,,,,,,,,,
1321,dz:20,familial primary pulmonary hypoplasia,MONDO:0009936,C0456891,748.5,,,,,,,,,
1322,dz:1070,colorectal adenocarcinoma,DOID:0050861,,153.9,,,,,,,,,
1323,dz:691,systemic lupus erythematosus,DOID:9074,C0024141,710,,,,,,,,,
1324,dz:230,autoimmune hepatitis,DOID:2048,C0241910,571.42,,,,,,,,,
1325,dz:606,invasive ductal carcinoma,DOID:3008,C1527349,174,,,,,,,,,
1326,dz:770,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1327,dz:685,amyotrophic lateral sclerosis,DOID:332,C0002736,335.2,,,,,,,,,
1328,dz:805,diabetes mellitus,DOID:9351,C0011849,250,,,,,,,,,
1329,dz:415,androgen insensitivity syndrome,DOID:4674,C0039585,259.51,,,,,,,,,
1330,dz:517,progressive myoclonus epilepsy,DOID:891,C0751778,345.1,,,,,,,,,
1331,dz:354,Cardiac Hypertrophy,,C1383860,429.3,,,,,,,,,
1332,dz:352,pre-eclampsia,DOID:10591,C0032914,642.4,642.5,,,,,,,,
1333,dz:671,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1334,dz:548,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1335,dz:207,lymphedema,DOID:4977,C0024236,457.1,,,,,,,,,
1336,dz:1002,acute myocardial infarction,DOID:9408,C0155626,410,,,,,,,,,
1337,dz:929,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1338,dz:503,cerebral palsy,DOID:1969,C0029806,343.9,,,,,,,,,
1339,dz:502,colon cancer,DOID:219,C0007102,153.9,,,,,,,,,
1340,dz:699,pancreatic ductal adenocarcinoma,DOID:3498,C1335302,157.3,,,,,,,,,
1341,dz:1012,liver cirrhosis,DOID:5082,C0023890,571,,,,,,,,,
1342,dz:822,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1343,dz:593,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1344,dz:342,Generalized seizures,HP:0002197,C0234533,345,,,,,,,,,
1345,dz:377,multiple sclerosis,DOID:2377,C0026769,340,,,,,,,,,
1346,dz:505,sickle cell anemia,DOID:10923,C0019034,282.6,,,,,,,,,
1347,dz:244,Tachycardia,HP:0001649,C0039231,785,,,,,,,,,
1348,dz:173,type 1 diabetes mellitus,DOID:9744,C0011854,250.01,,,,,,,,,
1349,dz:977,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1350,dz:435,interstitial cystitis,DOID:13949,C0282488,595.1,,,,,,,,,
1351,dz:1051,myotonic dystrophy type 1,DOID:11722,C0027126,359.21,,,,,,,,,
1352,dz:714,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1353,dz:879,relapsing-remitting multiple sclerosis,DOID:2378,C0751967,340,,,,,,,,,
1354,dz:679,amyotrophic lateral sclerosis,DOID:332,C0002736,335.2,,,,,,,,,
1355,dz:316,vitamin E deficiency,DOID:4026,C0042875,269.1,,,,,,,,,
1356,dz:734,lung squamous cell carcinoma,DOID:3907,C0149782,162.9,,,,,,,,,
1357,dz:721,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1358,dz:1045,autistic disorder,DOID:12849,C0004352,299,,,,,,,,,
1359,dz:976,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1360,dz:1073,systemic lupus erythematosus,DOID:9074,C0024141,710,,,,,,,,,
1361,dz:991,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1362,dz:421,cervix carcinoma,DOID:2893,C0302592,180.9,,,,,,,,,
1363,dz:779,rheumatoid arthritis,DOID:7148,C0003873,714,,,,,,,,,
1364,dz:686,diffuse large B-cell lymphoma,DOID:0050745,,200.78,,,,,,,,,
1365,dz:650,colon adenoma,DOID:0050912,,211.3,,,,,,,,,
1366,dz:389,amyotrophic lateral sclerosis,DOID:332,C0002736,335.2,,,,,,,,,
1367,dz:513,pancreatitis,DOID:4989,C0030305,577,,,,,,,,,
1368,dz:33,retinitis pigmentosa,DOID:10584,C0035334,362.74,,,,,,,,,
1369,dz:985,thymic carcinoma,DOID:3284,C0205969,164,,,,,,,,,
1370,dz:710,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1371,dz:526,fetal alcohol spectrum disorder,DOID:0050696,,760.71,,,,,,,,,
1372,dz:661,colon cancer,DOID:219,C0007102,153.9,,,,,,,,,
1373,dz:313,Ventricular hypertrophy,C0340279,,429.3,,,,,,,,,
1374,dz:488,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1375,dz:862,glioblastoma multiforme,DOID:3068,C0017636,191.9,,,,,,,,,
1376,dz:654,anaplastic thyroid carcinoma,DOID:7012,C0238461,193,,,,,,,,,
1377,dz:258,congestive heart failure,DOID:6000,C0018802,428,,,,,,,,,
1378,dz:761,colitis,DOID:0060180,C0009319,558.9,,,,,,,,,
1379,dz:17,obesity,DOID:9970,C0028754,278,,,,,,,,,
1380,dz:401,colitis,DOID:0060180,C0009319,558.9,,,,,,,,,
1381,dz:923,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1382,dz:526,fetal alcohol spectrum disorder,DOID:0050696,,760.71,,,,,,,,,
1383,dz:391,status epilepticus,DOID:1824,C0038220,345.3,,,,,,,,,
1384,dz:911,diabetic retinopathy,DOID:8947,C0011884,362,,,,,,,,,
